
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2019-09-18


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 181,182,292,723,802,821,828,879,1063,1086,1165,1503,1529,1605
Earthquake Name:, 
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
1, SRSS, 181, -, 1.0, 3.773, 5.3, 11.5, 1.8, "Imperial Valley-06", 1979, "El Centro Array #6", 6.53, strike slip, 0.0, 1.35, 203.22, 0.0625, 1.0, RSN181_IMPVALL.H_H-E06140.AT2, RSN181_IMPVALL.H_H-E06230.AT2 , RSN181_IMPVALL.H_H-E06-UP.AT2  
2, SRSS, 182, -, 1.0, 4.375, 2.8, 6.8, 1.7, "Imperial Valley-06", 1979, "El Centro Array #7", 6.53, strike slip, 0.56, 0.56, 210.51, 0.075, 1.0, RSN182_IMPVALL.H_H-E07140.AT2, RSN182_IMPVALL.H_H-E07230.AT2 , RSN182_IMPVALL.H_H-E07-UP.AT2  
3, SRSS, 292, -, 1.0, 3.27264, 7.0, 15.2, 1.4, "Irpinia_ Italy-01", 1980, "Sturno (STN)", 6.9, Normal, 6.78, 10.84, 382.0, 0.125, 1.0, RSN292_ITALY_A-STU000.AT2, RSN292_ITALY_A-STU270.AT2 , RSN292_ITALY_A-STU-UP.AT2  
4, SRSS, 723, -, 1.0, 2.394, 8.1, 11.0, 3.7, "Superstition Hills-02", 1987, "Parachute Test Site", 6.54, strike slip, 0.95, 0.95, 348.69, 0.15, 1.0, RSN723_SUPER.B_B-PTS225.AT2, RSN723_SUPER.B_B-PTS315.AT2 ,  -----   
5, SRSS, 802, -, 1.0, 4.571, 4.1, 9.4, 1.5, "Loma Prieta", 1989, "Saratoga - Aloha Ave", 6.93, Reverse Oblique, 7.58, 8.5, 380.89, 0.125, 1.0, RSN802_LOMAP_STG000.AT2, RSN802_LOMAP_STG090.AT2 , RSN802_LOMAP_STG-UP.AT2  
6, SRSS, 821, -, 1.0, -, 2.1, 8.4, 1.8, "Erzican_ Turkey", 1992, "Erzincan", 6.69, strike slip, 0.0, 4.38, 352.05, 0.125, 1.0, RSN821_ERZINCAN_ERZ-NS.AT2, RSN821_ERZINCAN_ERZ-EW.AT2 , RSN821_ERZINCAN_ERZ-UP.AT2  
7, SRSS, 828, -, 1.0, 2.996, 6.5, 17.7, 3.8, "Cape Mendocino", 1992, "Petrolia", 7.01, Reverse, 0.0, 8.18, 422.17, 0.07, 1.0, RSN828_CAPEMEND_PET000.AT2, RSN828_CAPEMEND_PET090.AT2 , RSN828_CAPEMEND_PET-UP.AT2  
8, SRSS, 879, -, 1.0, 5.124, 8.4, 13.8, 7.0, "Landers", 1992, "Lucerne", 7.28, strike slip, 2.19, 2.19, 1369.0, 0.0, 1.0, RSN879_LANDERS_LCN260.AT2, RSN879_LANDERS_LCN345.AT2 , RSN879_LANDERS_LCN-UP.AT2  
9, SRSS, 1063, -, 1.0, 1.246, 4.3, 9.1, 7.5, "Northridge-01", 1994, "Rinaldi Receiving Sta", 6.69, Reverse, 0.0, 6.5, 282.25, 0.1, 1.0, RSN1063_NORTHR_RRS228.AT2, RSN1063_NORTHR_RRS318.AT2 , RSN1063_NORTHR_RRS-UP.AT2  
10, SRSS, 1086, -, 1.0, 2.436, 3.3, 6.8, 5.0, "Northridge-01", 1994, "Sylmar - Olive View Med FF", 6.69, Reverse, 1.74, 5.3, 440.54, 0.12, 1.0, RSN1086_NORTHR_SYL090.AT2, RSN1086_NORTHR_SYL360.AT2 , RSN1086_NORTHR_SYL-UP.AT2  
11, SRSS, 1165, -, 1.0, 5.369, 8.2, 15.1, 0.8, "Kocaeli_ Turkey", 1999, "Izmit", 7.51, strike slip, 3.62, 7.21, 811.0, 0.125, 1.0, RSN1165_KOCAELI_IZT180.AT2, RSN1165_KOCAELI_IZT090.AT2 , RSN1165_KOCAELI_IZT-UP.AT2  
12, SRSS, 1503, -, 1.0, 5.74, 20.5, 28.6, 7.7, "Chi-Chi_ Taiwan", 1999, "TCU065", 7.62, Reverse Oblique, 0.57, 0.57, 305.85, 0.075, 1.0, RSN1503_CHICHI_TCU065-E.AT2, RSN1503_CHICHI_TCU065-N.AT2 , RSN1503_CHICHI_TCU065-V.AT2  
13, SRSS, 1529, -, 1.0, 9.632, 15.1, 19.6, 2.0, "Chi-Chi_ Taiwan", 1999, "TCU102", 7.62, Reverse Oblique, 1.49, 1.49, 714.27, 0.0625, 1.0, RSN1529_CHICHI_TCU102-E.AT2, RSN1529_CHICHI_TCU102-N.AT2 , RSN1529_CHICHI_TCU102-V.AT2  
14, SRSS, 1605, -, 1.0, -, 7.3, 11.1, 2.9, "Duzce_ Turkey", 1999, "Duzce", 7.14, strike slip, 0.0, 6.58, 281.86, 0.1, 1.0, RSN1605_DUZCE_DZC180.AT2, RSN1605_DUZCE_DZC270.AT2 , RSN1605_DUZCE_DZC-UP.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-181 SRSS pSa (g),RSN-182 SRSS pSa (g),RSN-292 SRSS pSa (g),RSN-723 SRSS pSa (g),RSN-802 SRSS pSa (g),RSN-821 SRSS pSa (g),RSN-828 SRSS pSa (g),RSN-879 SRSS pSa (g),RSN-1063 SRSS pSa (g),RSN-1086 SRSS pSa (g),RSN-1165 SRSS pSa (g),RSN-1503 SRSS pSa (g),RSN-1529 SRSS pSa (g),RSN-1605 SRSS pSa (g)
0.18,0.5936658,0.5604243,2.62,0.5141252,0.63231,0.51,0.5662951,1.19989,0.381,0.6844268,0.5919884,,1.107197,1.010468,0.454,0.6529196,1.058203,0.456,1.006037,1.095086,0.408,0.9340889,1.262208,0.597,1.482077,1.107337,2.4,0.8412119,1.150284,1.03,0.3272574,0.6894692,0.268,1.043306,0.8789301,0.466,0.3221326,0.2005873,0.2,0.5502278,0.889155,0.698
0.19,0.5939976,0.5981462,2.48,0.5394581,0.6890851,0.369,0.5936574,1.239198,0.383,0.6880757,0.6033883,,0.9600224,1.08362,0.46,0.6991387,1.251465,0.518,1.069291,1.08714,0.47,1.083945,1.181852,0.55,1.502539,1.116397,2.27,0.9572098,1.171591,0.911,0.3349146,0.7319495,0.295,0.9947638,0.8871856,0.598,0.3117245,0.1932285,0.228,0.5664732,1.067078,0.607
0.2,0.6453405,0.6813107,2.37,0.5425786,0.7371879,0.335,0.6901234,1.306993,0.433,0.7378352,0.6722074,,0.9624673,1.13741,0.447,0.697206,1.338925,0.429,1.017386,0.9889755,0.48,1.270256,1.053668,0.592,1.595563,1.178487,2.12,0.9207391,1.225043,0.886,0.3973329,0.6798563,0.283,1.048612,0.8295627,0.638,0.3076622,0.1949605,0.215,0.5498925,1.259796,0.652
0.22,0.6747231,0.7417393,2.19,0.5162991,0.7363222,0.356,0.5367817,1.102034,0.424,0.6787872,0.8404099,,0.8888614,1.123075,0.313,0.7034353,1.199294,0.442,0.8961092,0.7654394,0.463,1.467032,1.220905,0.62,1.425608,1.217079,2.4,0.8731331,1.340531,0.625,0.5031174,0.5410101,0.221,1.213923,0.7644432,0.459,0.3123077,0.2015066,0.219,0.7307563,1.463326,0.719
0.24,0.831699,1.094891,1.77,0.599771,0.7500721,0.415,0.5381445,0.7465065,0.344,0.6747603,0.793586,,0.8054802,0.7210692,0.329,0.7412915,1.025247,0.4,0.7782441,0.7330575,0.376,1.280902,0.981294,0.463,1.555027,1.31936,2.32,0.8821673,1.530154,0.546,0.4696492,0.5909151,0.183,0.9855772,0.8748885,0.442,0.3315381,0.2359331,0.233,0.8784899,1.317033,0.41
0.25,0.8943577,1.059203,1.58,0.5166985,0.771763,0.41,0.5736203,0.753659,0.306,0.6710299,0.8208758,,0.7131269,0.5568014,0.296,0.7689412,1.103005,0.4,0.7306116,0.7625295,0.335,1.450545,0.945095,0.418,1.745082,1.403172,2.3,0.8453542,1.673776,0.559,0.5489455,0.7701349,0.174,0.8844146,0.7318402,0.383,0.3774377,0.26107,0.215,0.8775867,1.161296,0.446
0.26,0.8496019,0.981402,1.45,0.603957,0.7856442,0.397,0.6158392,0.8188789,0.296,0.7721412,0.8465376,,0.6919448,0.4720204,0.286,0.76616,1.237465,0.431,0.7410721,0.7804875,0.335,1.428445,0.9726465,0.373,1.746217,1.350193,2.11,0.8571434,1.864667,0.5,0.641867,0.9504152,0.2,0.963806,0.7907743,0.354,0.3743008,0.2599921,0.211,0.8627798,0.9898135,0.4
0.28,0.7437736,0.8047829,1.29,0.7117607,0.7771255,0.441,0.6185196,0.8941171,0.325,1.025035,0.8398491,,0.8338792,0.4391693,0.285,0.8117158,1.483413,0.604,0.8368043,1.061473,0.426,1.253139,0.9492558,0.349,1.797476,1.808343,1.7,0.9001469,2.277882,0.359,0.7031879,1.106734,0.214,1.204435,0.8337348,0.385,0.3737693,0.2736358,0.176,1.075699,1.044671,0.354
0.29,0.7477435,0.8601648,1.22,0.6375838,0.755812,0.488,0.6333538,1.053246,0.369,0.9422773,0.7961728,,0.8216686,0.475282,0.253,0.859367,1.559414,0.601,0.9363858,1.107933,0.376,1.138337,0.9395634,0.391,1.852553,1.930006,1.47,0.9258857,2.500428,0.353,0.6109211,1.114168,0.212,1.097912,0.8371098,0.408,0.3921539,0.2861061,0.209,1.158196,1.057442,0.396
0.3,0.8633792,0.9011615,1.14,0.6203337,0.7382555,0.515,0.6284382,1.129665,0.361,0.8314717,0.884885,,0.7581242,0.5391533,0.224,0.8627626,1.55766,0.517,0.9440012,1.120323,0.36,1.079511,0.9152792,0.435,1.846778,1.908864,1.17,1.061144,2.615978,0.384,0.5338379,1.102735,0.215,0.9337394,0.8306427,0.405,0.3814152,0.2982393,0.24,1.249156,1.077165,0.396
0.32,0.8672749,0.814988,1.18,0.7064858,0.755105,0.508,0.7264471,1.090649,0.331,0.8142988,0.8845525,,0.7258641,0.7387946,0.261,0.8095469,1.416302,0.468,0.9931839,1.015884,0.406,0.7187992,0.8079984,0.461,1.732407,1.639302,0.88,1.211851,2.739075,0.37,0.4427185,0.8268856,0.221,0.8200516,0.8508669,0.428,0.444301,0.2549614,0.229,1.256045,1.209508,0.371
0.34,0.7241924,0.7915082,1.17,0.6348063,0.7615439,0.505,0.8391055,0.9552751,0.268,0.8982636,0.776844,,0.6626984,0.9000106,0.285,0.801524,1.195504,0.483,0.9588207,0.8676465,0.416,0.6315417,0.7150897,0.484,1.714528,1.701682,0.782,1.153571,2.788475,0.425,0.3712747,0.5608184,0.24,1.060425,0.806065,0.471,0.4610326,0.2779238,0.189,1.359266,1.375709,0.415
0.35,0.7000267,0.823446,1.13,0.5502008,0.7763491,0.496,0.8638595,0.8672281,0.226,0.8863485,0.643952,,0.646153,0.9109829,0.288,0.8037182,1.067972,0.448,0.9283767,0.9128745,0.418,0.5851458,0.6927013,0.461,1.851341,1.713043,0.714,1.103746,2.803967,0.426,0.3798099,0.4656447,0.246,1.107153,0.7838964,0.499,0.4990062,0.2639604,0.182,1.439636,1.387897,0.413
0.36,0.6824234,0.8302374,1.07,0.4819182,0.7914076,0.48,0.8839904,0.7789164,0.193,0.874226,0.6201128,,0.7001204,0.8384388,0.338,0.7984666,0.9424419,0.402,1.02453,0.9654186,0.406,0.634104,0.6867728,0.433,1.902835,1.68855,0.66,1.101349,2.802258,0.386,0.3589614,0.4283777,0.259,1.059917,0.7750123,0.504,0.499172,0.2813193,0.174,1.486686,1.323252,0.412
0.38,0.5799838,0.8176327,0.936,0.4087572,0.81605,0.427,0.8862266,0.6966017,0.196,0.8847405,0.7039831,,0.7033556,0.6388975,0.402,0.7697942,0.7584544,0.355,0.9251446,1.059074,0.317,0.7552814,0.5910053,0.36,1.944026,1.641342,0.624,1.107737,2.745746,0.318,0.3042775,0.4424362,0.234,0.8991404,0.7561684,0.457,0.4527785,0.3035702,0.19,1.511646,1.231217,0.352
0.4,0.5207438,0.8288495,0.829,0.4002186,0.8346559,0.366,0.7956875,0.6859068,0.202,0.8904834,0.8770871,,0.5960358,0.5335887,0.398,0.7438932,0.7273749,0.316,0.8279969,1.156781,0.326,0.7078975,0.4807875,0.333,1.973745,1.436939,0.654,1.134004,2.681791,0.355,0.3090646,0.4334418,0.217,0.7846708,0.8143033,0.418,0.482325,0.3557324,0.189,1.869459,1.059736,0.284
0.42,0.526534,0.8154448,0.788,0.4517561,1.004199,0.31,0.7013198,0.6540364,0.26,0.9367679,0.9747731,,0.4866773,0.5627229,0.376,0.7300111,0.7234357,0.317,0.8224674,1.269616,0.439,0.6839889,0.4751886,0.373,1.952588,1.14251,0.708,1.151489,2.584821,0.353,0.3584968,0.4029732,0.2,0.795974,0.8200526,0.412,0.4391075,0.3596036,0.181,1.868546,0.8818612,0.249
0.44,0.5812978,0.7467253,0.753,0.4723094,1.08681,0.272,0.6883766,0.6241428,0.25,0.8852171,0.97694,,0.4312601,0.6524707,0.344,0.7154472,0.7320154,0.302,0.8272414,1.358611,0.524,0.7268847,0.4524788,0.368,1.90839,1.127003,0.756,1.186395,2.432879,0.325,0.383189,0.3500117,0.167,0.7383277,0.8217326,0.435,0.4897206,0.3921516,0.167,1.61205,0.7999641,0.244
0.45,0.5848022,0.6979035,0.732,0.499422,1.088416,0.288,0.689844,0.6086627,0.242,0.8869752,0.9760948,,0.4602544,0.7147695,0.334,0.7046475,0.7338105,0.284,0.833231,1.376365,0.514,0.740156,0.4427153,0.353,1.880524,1.138433,0.776,1.204856,2.376943,0.308,0.3857871,0.347524,0.156,0.7122622,0.8822664,0.439,0.5204864,0.4091964,0.17,1.451896,0.7867274,0.239
0.46,0.574312,0.676131,0.706,0.5199221,1.064019,0.298,0.673167,0.5908751,0.241,0.8997359,1.019014,,0.4881714,0.7359277,0.327,0.6913983,0.7790211,0.263,0.8399878,1.382141,0.473,0.70525,0.4411194,0.344,1.856899,1.140304,0.8,1.200442,2.300467,0.289,0.4015479,0.3423906,0.153,0.7034814,0.9305715,0.436,0.5601125,0.4013113,0.162,1.305019,0.7797612,0.228
0.48,0.5424367,0.7032812,0.635,0.5391189,0.9556383,0.308,0.6280751,0.5475782,0.234,0.9532419,1.005709,,0.5867282,0.6929458,0.297,0.6614471,0.8667942,0.241,0.8325127,1.396691,0.395,0.6088514,0.4318073,0.359,1.802029,1.10757,0.855,1.29134,2.160367,0.22,0.4109627,0.3306378,0.132,0.7611637,0.9602743,0.393,0.6246032,0.396261,0.17,1.149352,0.7538739,0.196
0.5,0.5241243,0.6720003,0.535,0.5351546,0.8323377,0.316,0.6196959,0.4975588,0.233,0.8177256,0.8764477,,0.6172985,0.5983564,0.254,0.6369247,0.9240218,0.279,0.9389221,1.450344,0.356,0.6020755,0.4722176,0.388,1.754534,1.049582,0.898,1.341289,1.991505,0.229,0.437862,0.3301099,0.129,0.7398828,1.009199,0.397,0.6288361,0.3788939,0.186,1.068863,0.7976576,0.169
0.55,0.6218662,0.6225412,0.52,0.5188331,0.8426442,0.352,0.5575522,0.4106838,0.202,0.882686,0.6250576,,0.6227341,0.4280807,0.295,0.6511474,0.9733502,0.248,1.21785,1.716867,0.255,0.4192396,0.409565,0.318,1.764629,0.929138,0.881,1.337863,1.497865,0.252,0.5080277,0.3156075,0.107,0.8621311,1.169614,0.347,0.703357,0.4533371,0.226,1.027245,0.9974492,0.144
0.6,0.6685666,0.6624513,0.496,0.6171094,0.8546586,0.334,0.575195,0.4485365,0.179,0.9862913,0.6765369,,0.6522285,0.4353249,0.291,0.7197403,0.9969465,0.235,1.379362,1.864666,0.253,0.582046,0.4690433,0.292,1.875569,0.9086295,0.811,1.220155,1.36976,0.367,0.4065798,0.5076551,0.132,0.9531012,1.588895,0.392,0.6209261,0.558086,0.232,0.7714133,1.034489,0.209
0.65,0.6592448,0.638344,0.483,0.7400431,1.099732,0.264,0.509726,0.3996311,0.168,1.124225,0.7272316,,0.6997187,0.3537128,0.401,0.7581526,1.119395,0.172,1.446338,1.895719,0.266,0.6966416,0.3581445,0.336,2.048586,0.9199175,0.702,1.030443,1.321848,0.272,0.3001683,0.409702,0.123,0.808633,1.617278,0.384,0.7841558,0.5193952,0.229,0.7667969,1.058742,0.179
0.667,0.6512427,0.627478,0.476,0.7662802,1.1903,0.244,0.4691168,0.3716924,0.174,1.063563,0.6601534,,0.7024719,0.3411778,0.449,0.7645516,1.129302,0.165,1.44405,1.882621,0.243,0.7142882,0.3461814,0.32,2.081035,0.9502531,0.664,0.9625773,1.305898,0.259,0.2826614,0.3613622,0.124,0.812681,1.440335,0.379,0.7987633,0.540245,0.211,0.8604574,1.142347,0.17
0.7,0.6637859,0.609823,0.461,0.789811,1.311269,0.217,0.398573,0.3870219,0.195,0.9694466,0.6655695,,0.6295984,0.3002515,0.462,0.7743285,1.040906,0.173,1.435366,1.835727,0.197,0.745295,0.3651995,0.301,2.10751,0.9683907,0.595,0.832014,1.271147,0.257,0.263409,0.3239821,0.123,0.8566546,1.253592,0.441,0.8950137,0.4891576,0.213,0.9700698,1.24471,0.187
0.75,0.7727605,0.5986837,0.44,0.7647039,1.371695,0.191,0.3359992,0.4136528,0.166,0.982122,0.8946224,,0.5045468,0.2517026,0.378,0.7940609,0.9423659,0.141,1.38239,1.681032,0.152,0.727571,0.3852534,0.284,2.098213,0.9142235,0.492,0.8547988,1.204476,0.349,0.2296212,0.2672739,0.114,1.022628,1.307152,0.492,0.8933386,0.4405269,0.228,0.9928212,1.286291,0.145
0.8,0.8216906,0.5905697,0.42,0.7018956,1.316239,0.21,0.3129228,0.4340638,0.16,0.9177263,0.7173966,,0.4465174,0.2422048,0.266,0.823367,0.8458087,0.154,1.263047,1.472228,0.157,0.6529034,0.3330032,0.266,2.071825,0.838246,0.444,1.143918,1.09928,0.327,0.2040641,0.2452477,0.0934,0.8998684,1.154619,0.391,0.7029606,0.3644416,0.21,0.92397,1.250954,0.152
0.85,0.7681633,0.5646363,0.398,0.6919993,1.185434,0.238,0.2941711,0.4362936,0.152,0.8803124,0.5168283,,0.474768,0.3042438,0.241,0.8542839,0.7257299,0.158,1.083222,1.263434,0.165,0.5360348,0.3004097,0.269,2.037068,0.7937756,0.424,1.193015,0.9753381,0.289,0.2543737,0.2608712,0.0741,0.9278032,0.959874,0.335,0.5283966,0.3974173,0.239,0.82634,1.163677,0.154
0.9,0.7337211,0.5193285,0.375,0.6686128,1.013327,0.263,0.260785,0.4257431,0.146,0.9009176,0.4432943,,0.4826917,0.358604,0.266,0.8762174,0.6759279,0.158,0.8670821,1.124566,0.15,0.4212804,0.2893394,0.303,1.977841,0.7886921,0.427,1.04828,0.8626287,0.272,0.2949057,0.2879935,0.0665,0.9176217,0.9444966,0.299,0.4292869,0.4686468,0.28,0.7209442,1.038173,0.134
0.95,0.6816659,0.4682098,0.379,0.6600426,0.826257,0.281,0.2508969,0.4189306,0.147,1.010159,0.4449005,,0.4670313,0.3727596,0.251,0.8837192,0.6626766,0.151,0.7040314,1.057711,0.155,0.4108045,0.292267,0.324,1.912046,0.7948331,0.415,0.8259109,0.8243641,0.195,0.3242182,0.3030296,0.069,1.112002,1.022058,0.318,0.4645701,0.5487886,0.291,0.6242197,0.8825289,0.131
1.0,0.6078199,0.4354872,0.378,0.6589147,0.6690553,0.293,0.2468719,0.4039758,0.167,0.9932923,0.5103481,,0.4477555,0.3466392,0.233,0.8766797,0.6425914,0.144,0.6103227,0.9851617,0.151,0.4739843,0.2997415,0.336,1.830965,0.78624,0.395,0.6165329,0.867017,0.178,0.2970336,0.2655148,0.0825,1.30222,1.135583,0.388,0.5529563,0.5821739,0.285,0.529048,0.7563305,0.138
1.1,0.4470572,0.4319716,0.383,0.6050408,0.6104803,0.295,0.2450445,0.3976595,0.218,0.9508173,0.5451927,,0.516891,0.2728098,0.286,0.8388628,0.5816908,0.176,0.4603674,0.8288987,0.127,0.5725343,0.2767285,0.343,1.681044,0.7207311,0.277,0.4182121,0.9256808,0.178,0.2127985,0.2105168,0.112,1.530057,0.8746914,0.413,0.6668494,0.5442038,0.296,0.3571925,0.5673143,0.123
1.2,0.4006054,0.3892636,0.395,0.5216473,0.5523289,0.275,0.2982463,0.3883627,0.188,1.065086,0.5644049,,0.4907688,0.24101,0.345,0.7910375,0.5061601,0.169,0.3585173,0.6712138,0.117,0.597113,0.2619537,0.34,1.51146,0.7241657,0.228,0.4899303,0.9316837,0.16,0.2006946,0.209561,0.104,1.143865,0.8183435,0.351,0.7366173,0.60551,0.318,0.3211853,0.6428168,0.109
1.3,0.4175107,0.3927861,0.39,0.4459496,0.4980084,0.26,0.3170335,0.3695546,0.161,0.9947047,0.4988053,,0.4390733,0.2544672,0.323,0.7448455,0.427965,0.149,0.2824764,0.5422586,0.103,0.5633314,0.2159375,0.345,1.320193,0.7758133,0.185,0.5419136,0.9037927,0.149,0.2000596,0.2250235,0.0759,0.8483915,0.7335538,0.348,0.7482469,0.4500269,0.273,0.297906,0.7195283,0.112
1.4,0.3713859,0.4048896,0.369,0.3975773,0.4927203,0.264,0.3112612,0.3459957,0.167,1.086784,0.3608809,,0.4171284,0.2703338,0.204,0.7063435,0.3531291,0.14,0.2360502,0.5088238,0.113,0.5300643,0.1747579,0.361,1.127537,0.6622118,0.146,0.5113761,0.8615234,0.138,0.1917222,0.2306378,0.0743,0.7612976,0.7574927,0.439,0.6361141,0.3657416,0.262,0.251004,0.5279118,0.0943
1.5,0.3059663,0.417865,0.344,0.3514512,0.4582173,0.275,0.3101198,0.3234626,0.196,0.9935393,0.2834163,,0.4019206,0.2984153,0.138,0.6759086,0.3234192,0.122,0.2119775,0.4793942,0.0951,0.4877392,0.1461258,0.342,0.9761577,0.5222323,0.121,0.4425817,0.8497773,0.135,0.2152816,0.2271949,0.0733,0.7100217,0.8123401,0.548,0.617294,0.37936,0.271,0.2865149,0.5534287,0.0891
1.6,0.2647966,0.4277057,0.311,0.2998628,0.4398635,0.278,0.284403,0.3058988,0.212,0.8809829,0.3153011,,0.3804957,0.2668604,0.144,0.6889908,0.3097515,0.0894,0.1900799,0.4530873,0.0857,0.434071,0.1258987,0.313,0.8781513,0.5017406,0.126,0.3817247,0.816775,0.126,0.2190411,0.2178358,0.067,0.714437,0.7538489,0.578,0.5750135,0.3105083,0.332,0.2938401,0.5352939,0.0693
1.7,0.2730709,0.4359243,0.277,0.2613334,0.4581904,0.264,0.2701886,0.2942402,0.205,0.9208081,0.2860669,,0.3601868,0.2136704,0.15,0.6955624,0.3203411,0.0884,0.19989,0.4289369,0.0853,0.3862977,0.1112997,0.282,0.7879974,0.4732655,0.14,0.3825557,0.7633467,0.115,0.1997398,0.2105218,0.0647,0.6523636,0.8645951,0.544,0.5553997,0.3568752,0.33,0.2764247,0.4804585,0.0575
1.8,0.3122971,0.4407729,0.252,0.2380424,0.465378,0.24,0.2728016,0.285756,0.189,0.9696285,0.2236387,,0.3653542,0.1571351,0.148,0.6885142,0.3633047,0.0891,0.1839385,0.4045094,0.0803,0.3504898,0.1060704,0.247,0.7050198,0.4412637,0.143,0.4115634,0.709084,0.113,0.1897436,0.2025249,0.0665,0.6068956,0.8223362,0.487,0.5184717,0.3696335,0.307,0.2532767,0.4108471,0.0723
1.9,0.355064,0.4405335,0.234,0.2128793,0.4649885,0.21,0.2367462,0.2790493,0.169,0.9130523,0.2038866,,0.3184386,0.1424402,0.142,0.6690416,0.3816639,0.0824,0.1495514,0.3809884,0.0688,0.3312904,0.1153516,0.219,0.6290372,0.4115106,0.141,0.4394949,0.6590627,0.104,0.1686204,0.1920639,0.0662,0.7774913,0.6899665,0.419,0.4845098,0.3974559,0.293,0.2300475,0.373835,0.0735
2.0,0.3891694,0.4360077,0.223,0.2139433,0.4588408,0.185,0.2197432,0.2733097,0.159,0.7931616,0.2028221,,0.2964336,0.1393325,0.125,0.6350995,0.3820109,0.074,0.1355296,0.3724388,0.0745,0.3240547,0.1199371,0.196,0.5604047,0.4595233,0.127,0.4492944,0.6163138,0.101,0.1441546,0.1799847,0.0632,0.7772942,0.5735835,0.383,0.4660369,0.4371989,0.295,0.2177896,0.3885497,0.069
2.2,0.4185787,0.4204129,0.199,0.2403286,0.4379744,0.136,0.1854186,0.3256322,0.14,0.6540605,0.2017423,,0.2444298,0.136827,0.104,0.5585696,0.3550985,0.0664,0.1215879,0.3633278,0.0795,0.3110411,0.1210243,0.159,0.4434102,0.5031279,0.085,0.452818,0.5279821,0.119,0.09910113,0.1574871,0.065,0.5792978,0.4430002,0.327,0.4088539,0.6052166,0.351,0.2377805,0.3773684,0.0785
2.4,0.4021749,0.4322157,0.176,0.2436141,0.4148951,0.0928,0.1542139,0.340352,0.121,0.6221207,0.2030208,,0.1830786,0.1502618,0.0863,0.4921591,0.310891,0.0676,0.1241742,0.3325062,0.0937,0.3073395,0.117757,0.137,0.3503986,0.4641984,0.0566,0.410405,0.5071186,0.137,0.08495405,0.1474169,0.065,0.4167882,0.403249,0.3,0.4366513,0.6187753,0.336,0.2280177,0.3292674,0.0885
2.5,0.3842691,0.4528337,0.163,0.2404891,0.4045717,0.0781,0.1731861,0.3453715,0.111,0.585655,0.2055699,,0.158005,0.1632265,0.0856,0.4580703,0.2931607,0.0672,0.1317865,0.3166383,0.0917,0.3087961,0.116154,0.128,0.3120404,0.4340152,0.045,0.3866832,0.4934519,0.137,0.08043447,0.1458965,0.0652,0.4182324,0.3699826,0.294,0.4477305,0.5818031,0.313,0.2123496,0.3076126,0.0904
2.6,0.3669288,0.4709486,0.154,0.2319096,0.4187008,0.0688,0.1893642,0.3412576,0.102,0.5318311,0.2182441,,0.1472913,0.1675855,0.0853,0.4221607,0.2750467,0.0609,0.1347398,0.2980876,0.0905,0.3107373,0.1139958,0.12,0.2776847,0.3999698,0.0353,0.3612406,0.4574153,0.132,0.07619814,0.1437751,0.0634,0.4018052,0.3659119,0.289,0.4094571,0.5585152,0.296,0.2033496,0.2887703,0.0831
2.8,0.3303827,0.4987445,0.14,0.2104412,0.4284905,0.0622,0.2025643,0.3214556,0.0928,0.4331312,0.216382,,0.1270676,0.1672728,0.081,0.3502959,0.2395587,0.0669,0.1477893,0.2558056,0.0807,0.3157401,0.1109839,0.113,0.2253498,0.3303839,0.0253,0.2927765,0.3945635,0.117,0.06835083,0.136446,0.0576,0.34946,0.417637,0.296,0.3585562,0.4512693,0.269,0.2102382,0.2616738,0.0699
