
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2019-09-18


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 126,160,165,495,496,741,753,825,1004,1048,1176,1504,1517,2114
Earthquake Name:, 
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
1, SRSS, 126, -, 1.0, -, 5.6, 7.0, 5.7, "Gazli_ USSR", 1976, "Karakyr", 6.8, Reverse, 3.92, 5.46, 259.59, 0.25, 1.0, RSN126_GAZLI_GAZ000.AT2, RSN126_GAZLI_GAZ090.AT2 , RSN126_GAZLI_GAZ-UP.AT2  
2, SRSS, 160, -, 1.0, -, 6.1, 9.7, 6.1, "Imperial Valley-06", 1979, "Bonds Corner", 6.53, strike slip, 0.44, 2.66, 223.03, 0.125, 1.0, RSN160_IMPVALL.H_H-BCR140.AT2, RSN160_IMPVALL.H_H-BCR230.AT2 , RSN160_IMPVALL.H_H-BCR-UP.AT2  
3, SRSS, 165, -, 1.0, -, 13.2, 24.0, 1.2, "Imperial Valley-06", 1979, "Chihuahua", 6.53, strike slip, 7.29, 7.29, 242.05, 0.225, 1.0, RSN165_IMPVALL.H_H-CHI012.AT2, RSN165_IMPVALL.H_H-CHI282.AT2 , RSN165_IMPVALL.H_H-CHIDWN.AT2  
4, SRSS, 495, -, 1.0, -, 7.2, 7.5, 3.9, "Nahanni_ Canada", 1985, "Site 1", 6.76, Reverse, 2.48, 9.6, 605.04, 0.125, 1.0, RSN495_NAHANNI_S1010.AT2, RSN495_NAHANNI_S1280.AT2 , RSN495_NAHANNI_S1-UP.AT2  
5, SRSS, 496, -, 1.0, -, 4.5, 7.3, 0.9, "Nahanni_ Canada", 1985, "Site 2", 6.76, Reverse, 0.0, 4.93, 605.04, 0.125, 1.0, RSN496_NAHANNI_S2240.AT2, RSN496_NAHANNI_S2330.AT2 ,  -----   
6, SRSS, 741, -, 1.0, -, 6.9, 9.8, 5.4, "Loma Prieta", 1989, "BRAN", 6.93, Reverse Oblique, 3.85, 10.72, 476.54, 0.125, 1.0, RSN741_LOMAP_BRN000.AT2, RSN741_LOMAP_BRN090.AT2 , RSN741_LOMAP_BRN-UP.AT2  
7, SRSS, 753, -, 1.0, -, 4.6, 7.9, 3.2, "Loma Prieta", 1989, "Corralitos", 6.93, Reverse Oblique, 0.16, 3.85, 462.24, 0.1875, 1.0, RSN753_LOMAP_CLS000.AT2, RSN753_LOMAP_CLS090.AT2 , RSN753_LOMAP_CLS-UP.AT2  
8, SRSS, 825, -, 1.0, -, 2.9, 9.7, 6.0, "Cape Mendocino", 1992, "Cape Mendocino", 7.01, Reverse, 0.0, 6.96, 567.78, 0.07, 1.0, RSN825_CAPEMEND_CPM000.AT2, RSN825_CAPEMEND_CPM090.AT2 , RSN825_CAPEMEND_CPM-UP.AT2  
9, SRSS, 1004, -, 1.0, 0.931, 4.7, 8.5, 7.0, "Northridge-01", 1994, "LA - Sepulveda VA Hospital", 6.69, Reverse, 0.0, 8.44, 380.06, 0.182, 1.0, RSN1004_NORTHR_SPV270.AT2, RSN1004_NORTHR_SPV360.AT2 , RSN1004_NORTHR_SPV-UP.AT2  
10, SRSS, 1048, -, 1.0, -, 6.6, 15.7, 4.6, "Northridge-01", 1994, "Northridge - 17645 Saticoy St", 6.69, Reverse, 0.0, 12.09, 280.86, 0.1625, 1.0, RSN1048_NORTHR_STC090.AT2, RSN1048_NORTHR_STC180.AT2 ,  -----   
11, SRSS, 1176, -, 1.0, 4.949, 7.0, 15.1, 1.3, "Kocaeli_ Turkey", 1999, "Yarimca", 7.51, strike slip, 1.38, 4.83, 297.0, 0.0875, 1.0, RSN1176_KOCAELI_YPT060.AT2, RSN1176_KOCAELI_YPT150.AT2 , RSN1176_KOCAELI_YPT-UP.AT2  
12, SRSS, 1504, -, 1.0, -, 11.0, 23.0, 3.6, "Chi-Chi_ Taiwan", 1999, "TCU067", 7.62, Reverse Oblique, 0.62, 0.62, 433.63, 0.0375, 1.0, RSN1504_CHICHI_TCU067-E.AT2, RSN1504_CHICHI_TCU067-N.AT2 , RSN1504_CHICHI_TCU067-V.AT2  
13, SRSS, 1517, -, 1.0, -, 17.5, 23.0, 20.3, "Chi-Chi_ Taiwan", 1999, "TCU084", 7.62, Reverse Oblique, 0.0, 11.48, 665.2, 0.25, 1.0, RSN1517_CHICHI_TCU084-E.AT2, RSN1517_CHICHI_TCU084-N.AT2 , RSN1517_CHICHI_TCU084-V.AT2  
14, SRSS, 2114, -, 1.0, 3.157, 9.1, 29.5, 1.9, "Denali_ Alaska", 2002, "TAPS Pump Station #10", 7.9, strike slip, 0.18, 2.74, 329.4, 0.13, 1.0, RSN2114_DENALI_PS10-047.AT2, RSN2114_DENALI_PS10-317.AT2 , RSN2114_DENALI_PS10-UP.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-126 SRSS pSa (g),RSN-160 SRSS pSa (g),RSN-165 SRSS pSa (g),RSN-495 SRSS pSa (g),RSN-496 SRSS pSa (g),RSN-741 SRSS pSa (g),RSN-753 SRSS pSa (g),RSN-825 SRSS pSa (g),RSN-1004 SRSS pSa (g),RSN-1048 SRSS pSa (g),RSN-1176 SRSS pSa (g),RSN-1504 SRSS pSa (g),RSN-1517 SRSS pSa (g),RSN-2114 SRSS pSa (g)
0.85,1.22580375,2.16946111,0.69261202,1.03112409,1.33524157,0.74524427,0.84059601,0.4351546,1.29508007,1.27873392,0.97022188,1.96569802,0.8925302,0.78203635,1.13148723,3.42305156,1.03505277
0.9,1.13994165,2.22788203,0.58327458,0.96532456,1.07146575,0.58066311,0.76991958,0.3867223,1.07678776,1.03561882,0.92443505,1.71289983,0.90557709,0.65805216,1.11826975,3.67667441,1.0767729
0.95,1.02523848,2.02860932,0.51814508,0.93810546,0.80011513,0.5345959,0.70748773,0.34708075,0.83480732,0.83729645,0.87508826,1.50585611,0.92784343,0.55027002,1.0416585,3.35492709,1.09820655
1.0,0.91488718,1.68594773,0.49646767,0.90346038,0.62047665,0.51973721,0.63767791,0.31223846,0.73147002,0.67616777,0.81628249,1.2966573,0.87352792,0.52481291,1.07306628,2.71285255,1.10999266
1.1,0.82956184,1.55192174,0.4434327,0.94448475,0.68585722,0.42743092,0.4267315,0.26479983,0.59315283,0.56172284,0.69802264,1.06689902,0.74931985,0.55374004,1.07871619,2.46878649,1.09420164
1.2,0.75687605,1.4229367,0.4025909,0.67214764,0.582505,0.35030672,0.45664847,0.20604269,0.59695031,0.49662294,0.62518914,0.94184761,0.87254613,0.60950108,0.92246695,2.28805435,0.97543572
1.3,0.6639554,1.16940559,0.37697509,0.51749273,0.44013878,0.35294672,0.37300204,0.18718669,0.56522376,0.4972257,0.58618316,0.72767075,0.89202421,0.71515636,0.73946662,1.8228344,0.87882367
1.4,0.5981599,1.01607767,0.35213378,0.57692741,0.33579171,0.33300698,0.28422766,0.17677999,0.42854066,0.45991971,0.5461627,0.60992038,0.78013576,0.7160494,0.77762794,1.48769791,0.86145043
1.5,0.55115448,0.98848761,0.30730913,0.66123757,0.3242363,0.27407737,0.26388051,0.17429422,0.31639887,0.39025757,0.50405046,0.52613607,0.56365682,0.58347626,0.80984717,1.46835425,0.85625933
1.6,0.5257923,1.03637695,0.26675385,0.6931226,0.3408405,0.23824972,0.2303462,0.18107198,0.23910886,0.32297926,0.45883033,0.45794797,0.48567179,0.49887214,0.81099447,1.59003869,0.81301767
1.7,0.49136347,1.00554423,0.24010685,0.66385124,0.30534554,0.22155322,0.20772068,0.18183615,0.19368982,0.28621324,0.42012839,0.47960753,0.4326817,0.41454984,0.7477129,1.55527639,0.76892193
1.8,0.45120385,0.93775699,0.21709773,0.5895405,0.28273646,0.19543619,0.18318398,0.17589746,0.17118836,0.25384957,0.38742133,0.44614312,0.41489526,0.36049323,0.67005743,1.4550382,0.73097282
1.9,0.42618721,0.88244918,0.20583116,0.49404486,0.29470671,0.20792396,0.17164841,0.16305321,0.1597195,0.2163311,0.36571201,0.34952156,0.49292713,0.35254454,0.6249438,1.37135301,0.70219118
2.0,0.39570414,0.7976337,0.19630786,0.41579978,0.30052982,0.1675109,0.17080914,0.14759272,0.141916,0.21105561,0.34120328,0.31968101,0.52683192,0.34011281,0.57107892,1.21344742,0.67228868
2.2,0.34512093,0.63856912,0.18652398,0.29736842,0.25896136,0.13845213,0.18582976,0.11793096,0.12216206,0.19194963,0.29626955,0.33258854,0.45529874,0.32249599,0.59388675,0.82529387,0.6932052
2.4,0.29572721,0.51086735,0.17118844,0.27355369,0.2056085,0.1284084,0.15682274,0.09763625,0.12396142,0.16828138,0.27595137,0.34684383,0.37456731,0.32479351,0.48978513,0.52522027,0.64874715
2.5,0.27892306,0.4720061,0.16482429,0.27234937,0.19064586,0.12571422,0.15155212,0.08769755,0.12694034,0.15280562,0.27352035,0.34456581,0.34375806,0.32744174,0.45051332,0.44752137,0.60989708
2.6,0.26438313,0.44483137,0.15713469,0.27360962,0.17585805,0.11797448,0.14406538,0.08136127,0.12650965,0.13921039,0.26979653,0.33835137,0.28813693,0.34702284,0.4030629,0.42259847,0.57380599
2.8,0.23429307,0.39998196,0.13723929,0.25438542,0.14883253,0.09782687,0.1457093,0.06943211,0.11195366,0.12251992,0.24727019,0.31509015,0.19402294,0.38769338,0.30633103,0.3696998,0.50933564
3.0,0.21609327,0.38233167,0.12213558,0.23871799,0.12159632,0.08774269,0.15205945,0.05799993,0.10294951,0.10559706,0.22456154,0.27491269,0.15810741,0.41248187,0.24888645,0.37956297,0.46012986
3.2,0.20291241,0.37023254,0.11120969,0.24214965,0.10005591,0.08835457,0.14097316,0.04903593,0.09462017,0.09537033,0.22533666,0.21767859,0.13760433,0.4247123,0.22809036,0.37429586,0.42249588
3.4,0.18912269,0.34443646,0.10384322,0.2447232,0.08612084,0.07963399,0.14430606,0.04217954,0.08928879,0.08787627,0.22414558,0.18627951,0.13714785,0.43317217,0.21821513,0.30411518,0.37051354
3.5,0.18313286,0.33689479,0.09954931,0.24790801,0.07987467,0.07353204,0.14281034,0.03915322,0.08389489,0.08674213,0.21871002,0.17587964,0.13310771,0.43589252,0.2158014,0.28068622,0.34986723
3.6,0.17651464,0.32627344,0.09549481,0.25331558,0.07606043,0.07040944,0.13690494,0.03637846,0.07764592,0.08610943,0.21340775,0.16353706,0.12999359,0.42884473,0.21943431,0.24806403,0.33109933
3.8,0.16021092,0.30612121,0.08384763,0.25058744,0.07025505,0.07666952,0.11694894,0.03151296,0.0645647,0.07655649,0.19635265,0.13650392,0.11619875,0.42086455,0.21120758,0.18000152,0.29472881
4.0,0.14446862,0.28685971,0.07275745,0.2452689,0.0670327,0.0781933,0.09233224,0.02744123,0.05103726,0.06265666,0.18099018,0.11203422,0.1055366,0.39965888,0.19064783,0.14723915,0.26249151
4.2,0.13514409,0.2722897,0.06707534,0.23140561,0.06621404,0.07364782,0.07676224,0.02403027,0.04487245,0.05132586,0.1667618,0.10031164,0.10372325,0.37112156,0.18034087,0.14069438,0.2608054
4.4,0.12648294,0.25688976,0.06227549,0.21341843,0.06664332,0.06799787,0.06441848,0.02126189,0.03993216,0.04667288,0.15268764,0.09168183,0.09746381,0.34162891,0.17443441,0.13288804,0.25963155
4.6,0.11736298,0.24029523,0.05732144,0.19163304,0.06440863,0.05893127,0.05502334,0.01910695,0.03588311,0.04358166,0.1435276,0.08157244,0.08774552,0.31567289,0.16804295,0.13122071,0.24673155
4.8,0.10832422,0.22327702,0.05255417,0.16918397,0.06369296,0.05114192,0.04771747,0.01722708,0.03186854,0.04128398,0.13808111,0.07089009,0.08153551,0.29626847,0.15889566,0.1241151,0.22463728
5.0,0.099878,0.20686508,0.0482228,0.14903465,0.06132422,0.04549191,0.0410513,0.01558311,0.02809,0.039267,0.13069327,0.06224686,0.07932399,0.27939301,0.15439528,0.11462524,0.19777211
5.5,0.08086517,0.16995239,0.03847651,0.10769499,0.06102823,0.02995472,0.02815564,0.01229831,0.02025429,0.03386926,0.10778069,0.04542478,0.06634711,0.22298757,0.16485691,0.08779916,0.1436607
6.0,0.06689596,0.14286599,0.03132354,0.08645424,0.05420145,0.02257357,0.02213612,0.00989148,0.01479694,0.02871179,0.08534364,0.03673447,0.05037619,0.17934875,0.14009202,0.07122541,0.13465734
6.5,0.05709193,0.12697285,0.02567075,0.06941514,0.0463389,0.01677683,0.01790755,0.00809448,0.01118241,0.02606952,0.06556444,0.03003399,0.03743167,0.15679786,0.12333921,0.06487117,0.1254639
7.0,0.04766244,0.11025458,0.02060421,0.05562389,0.03906257,0.01274709,0.01468001,0.00672758,0.0087943,0.02123438,0.04955227,0.02496367,0.02853731,0.13919074,0.10241457,0.05504873,0.10869703
7.5,0.04176022,0.09939245,0.01754576,0.04481147,0.03156119,0.01268872,0.01251202,0.00566986,0.0071844,0.01897195,0.03891893,0.02134735,0.0253366,0.12069755,0.09762482,0.04677819,0.10054003
8.0,0.03649969,0.08788545,0.01515868,0.03608375,0.02697908,0.01148866,0.01075184,0.00484582,0.00610153,0.01656656,0.03372612,0.01833928,0.02443235,0.10266626,0.09177473,0.03801021,0.08922948
8.5,0.0317252,0.07561482,0.01331073,0.02967017,0.02213677,0.01100804,0.00931251,0.00418538,0.00542999,0.01527874,0.02936317,0.01584248,0.02287966,0.08805752,0.07955787,0.03411516,0.07731537
9.0,0.02829871,0.06840364,0.01170722,0.02570378,0.01835602,0.01082417,0.00812669,0.00364918,0.0048587,0.01331556,0.02579473,0.01376824,0.02001915,0.07594587,0.07957184,0.03134454,0.06490343
9.5,0.02494481,0.06152341,0.01011393,0.0223896,0.01608491,0.00927971,0.00714211,0.00320865,0.00435892,0.0120674,0.02276468,0.01203829,0.01659061,0.06346235,0.07847584,0.02834498,0.05301931
10.0,0.02251307,0.05774994,0.00877643,0.01964632,0.0141091,0.00737531,0.00631841,0.00284276,0.00392541,0.01078023,0.02017503,0.01058929,0.01327034,0.05999514,0.07322943,0.02512347,0.04780273
11.0,0.01798459,0.04707854,0.00687034,0.01534115,0.01096118,0.00524142,0.00503475,0.00227598,0.00322511,0.00840204,0.01604482,0.00833669,0.01139508,0.05159401,0.05797229,0.01844718,0.03751253
12.0,0.01460823,0.03991706,0.0053461,0.01222015,0.00879753,0.00389024,0.00409757,0.00186338,0.00269533,0.00647531,0.01297104,0.00674352,0.00918644,0.04125791,0.05193694,0.01414171,0.02823818
13.0,0.01189594,0.03355657,0.00421716,0.00993103,0.00709376,0.00327851,0.00339575,0.00155403,0.00228712,0.00501045,0.01064661,0.00580064,0.00723437,0.03142961,0.04624754,0.01134732,0.02128648
14.0,0.00990271,0.0285689,0.00343254,0.00822465,0.00599084,0.00269828,0.00285826,0.00131624,0.00196637,0.00392504,0.00886425,0.00500378,0.00577909,0.02500831,0.04030471,0.00942702,0.01727117
15.0,0.00847629,0.0246545,0.00291417,0.00692866,0.00513691,0.00264639,0.0024383,0.00112952,0.00170964,0.0032378,0.00747774,0.00438695,0.00484258,0.02137544,0.03496756,0.007912,0.01447851
20.0,0.00452211,0.01351235,0.00151339,0.00355159,0.00273831,0.00144466,0.00127741,0.00060566,0.00095916,0.00181514,0.00372324,0.00240414,0.00275699,0.01079223,0.01963472,0.00433229,0.00727397

 -- Unscaled Horizontal & Vertical Spectra, as recorded --
Period (sec),RSN-126 Horizontal-1 pSa (g),RSN-126 Horizontal-2 pSa (g),RSN-126 Vertical pSa (g),RSN-160 Horizontal-1 pSa (g),RSN-160 Horizontal-2 pSa (g),RSN-160 Vertical pSa (g),RSN-165 Horizontal-1 pSa (g),RSN-165 Horizontal-2 pSa (g),RSN-165 Vertical pSa (g),RSN-495 Horizontal-1 pSa (g),RSN-495 Horizontal-2 pSa (g),RSN-495 Vertical pSa (g),RSN-496 Horizontal-1 pSa (g),RSN-496 Horizontal-2 pSa (g),RSN-496 Vertical pSa (g),RSN-741 Horizontal-1 pSa (g),RSN-741 Horizontal-2 pSa (g),RSN-741 Vertical pSa (g),RSN-753 Horizontal-1 pSa (g),RSN-753 Horizontal-2 pSa (g),RSN-753 Vertical pSa (g),RSN-825 Horizontal-1 pSa (g),RSN-825 Horizontal-2 pSa (g),RSN-825 Vertical pSa (g),RSN-1004 Horizontal-1 pSa (g),RSN-1004 Horizontal-2 pSa (g),RSN-1004 Vertical pSa (g),RSN-1048 Horizontal-1 pSa (g),RSN-1048 Horizontal-2 pSa (g),RSN-1048 Vertical pSa (g),RSN-1176 Horizontal-1 pSa (g),RSN-1176 Horizontal-2 pSa (g),RSN-1176 Vertical pSa (g),RSN-1504 Horizontal-1 pSa (g),RSN-1504 Horizontal-2 pSa (g),RSN-1504 Vertical pSa (g),RSN-1517 Horizontal-1 pSa (g),RSN-1517 Horizontal-2 pSa (g),RSN-1517 Vertical pSa (g),RSN-2114 Horizontal-1 pSa (g),RSN-2114 Horizontal-2 pSa (g),RSN-2114 Vertical pSa (g)
0.01,0.7284551,0.9794452,1.81,0.6052132,0.7773331,0.532,0.2723981,0.2556007,0.221,1.181685,1.246504,2.4,0.5366101,0.3801792,,0.4652592,0.5059029,0.51,0.6460524,0.4828357,0.462,1.506261,1.068219,0.744,0.7527757,0.9346156,0.318,0.3472196,0.4641649,,0.2267827,0.3221412,0.242,0.4993034,0.3192729,0.237,1.009238,0.4317116,0.321,0.3326038,0.2976174,0.239
0.02,0.9209712,1.157738,2.39,0.715785,0.8082519,0.843,0.2700138,0.2560137,0.217,1.150532,1.481315,2.65,0.7940835,0.4586512,,0.6967452,0.5067454,0.535,0.6478646,0.4881834,0.486,1.520973,1.06532,0.745,0.7542095,0.9473907,0.347,0.3537064,0.4616726,,0.2289068,0.3218432,0.245,0.5024599,0.3217995,0.252,1.011721,0.4369276,0.325,0.3330549,0.2985876,0.239
0.022,1.014796,1.02805,3.44,0.7901809,0.8227051,0.903,0.2695631,0.2554349,0.22,1.144865,1.602701,2.85,0.729755,0.4962329,,0.7782853,0.5108421,0.548,0.6606469,0.4850614,0.5,1.596354,1.181993,0.773,0.754658,0.9611202,0.356,0.3534714,0.4616537,,0.2312435,0.3250217,0.254,0.4995282,0.3213871,0.264,1.01241,0.4359603,0.328,0.3330911,0.2986698,0.248
0.025,1.210511,1.224265,3.8,0.9362382,0.8397382,0.909,0.2732211,0.2603929,0.22,1.306903,1.714094,3.04,0.905908,0.5648655,,0.6941383,0.5015256,0.551,0.6619957,0.4820643,0.521,1.759655,1.325238,0.905,0.7588814,0.9933397,0.351,0.3581847,0.4658026,,0.2297226,0.3319543,0.252,0.5138511,0.3211766,0.278,1.013446,0.442813,0.329,0.3332428,0.2989022,0.243
0.029,1.339315,1.548496,3.91,1.056242,0.8900529,0.929,0.2823969,0.2652816,0.235,1.477226,1.647193,3.28,1.074877,0.6896958,,0.5894282,0.5523137,0.531,0.6668196,0.5019566,0.54,1.919375,1.349232,1.06,0.7695466,1.003455,0.396,0.3722546,0.4742054,,0.2314431,0.3317211,0.283,0.5272278,0.3263019,0.305,1.016119,0.4464755,0.333,0.3338619,0.2990812,0.274
0.03,1.373437,1.513043,4.03,1.0605,0.9179737,0.974,0.2877804,0.2652708,0.229,1.528036,1.47914,3.06,1.097697,0.679185,,0.57513,0.5558433,0.536,0.6623498,0.5092034,0.54,1.929888,1.326616,1.12,0.7728139,1.02111,0.396,0.3765393,0.4737452,,0.2315571,0.3304115,0.316,0.5302304,0.3279032,0.309,1.017344,0.4479364,0.334,0.333762,0.29907,0.266
0.032,1.21428,1.633561,3.93,1.082666,0.9544723,1.19,0.2913739,0.2635102,0.279,1.679859,1.293255,3.35,1.0511,0.7505285,,0.6089222,0.5655167,0.545,0.6463123,0.5101637,0.539,1.960061,1.272462,1.17,0.7808728,1.037387,0.388,0.3892917,0.4775215,,0.23255,0.333087,0.369,0.5267015,0.3369745,0.309,1.019683,0.4469478,0.336,0.33358,0.2992223,0.258
0.035,1.476159,1.504142,3.98,1.064609,0.9872202,1.66,0.2777309,0.2547927,0.299,1.584984,1.351287,3.52,1.099769,0.6449653,,0.6904412,0.6114447,0.578,0.6618494,0.5123334,0.555,1.97939,1.24695,1.05,0.7978982,0.9792987,0.408,0.3807208,0.4796653,,0.2318084,0.3333731,0.383,0.5211775,0.3519085,0.288,1.022119,0.444733,0.344,0.3331153,0.3002575,0.261
0.036,1.439227,1.52524,4.31,1.047659,1.010399,1.75,0.2818907,0.2604931,0.323,1.711112,1.302399,3.52,1.143079,0.6466898,,0.6831385,0.6102145,0.567,0.6694356,0.5203162,0.569,1.979681,1.260269,1.04,0.8063153,0.9854766,0.43,0.3706421,0.4783352,,0.2372958,0.3273516,0.417,0.5202064,0.3533475,0.288,1.023072,0.4460843,0.345,0.3344551,0.3008911,0.27
0.04,1.225221,1.397931,4.93,0.9794471,1.046434,1.59,0.2963658,0.2640438,0.356,2.144645,1.459677,4.14,1.182367,0.7139703,,0.6997362,0.6186332,0.633,0.6704594,0.517337,0.625,1.877499,1.311255,1.1,0.812373,1.163418,0.494,0.3472573,0.4640155,,0.2357655,0.3408552,0.494,0.5399066,0.3692399,0.318,1.025845,0.4650354,0.35,0.3394239,0.3041108,0.279
0.042,1.499295,1.662115,5.24,0.8759888,1.030457,1.39,0.3011318,0.2669581,0.332,2.073877,1.499808,3.78,1.316322,0.8521,,0.7147887,0.6309807,0.595,0.664896,0.5004869,0.652,1.969136,1.291901,1.1,0.8036531,1.205736,0.545,0.3663492,0.4850072,,0.233713,0.3363755,0.511,0.5476059,0.3672182,0.335,1.031933,0.4729008,0.376,0.3411707,0.3048154,0.305
0.044,1.793968,1.731822,5.32,0.8675976,0.9832622,1.35,0.2950323,0.2694315,0.367,1.875728,1.737724,3.54,1.361026,0.880136,,0.7652614,0.643695,0.568,0.6633219,0.4961449,0.671,2.079906,1.428241,1.14,0.7998853,1.267518,0.633,0.3762202,0.4952166,,0.2356033,0.3352858,0.548,0.551092,0.3587456,0.306,1.036146,0.4733117,0.388,0.3460647,0.3038034,0.313
0.045,1.858984,1.675804,5.48,0.8606085,0.9833354,1.34,0.2864721,0.2674181,0.396,1.854904,1.895142,3.55,1.386302,0.9797164,,0.7798272,0.6707839,0.596,0.6697716,0.5037127,0.681,2.128639,1.468477,1.22,0.7974986,1.298998,0.635,0.3670861,0.4929934,,0.2366287,0.3355682,0.545,0.554141,0.3552395,0.29,1.038056,0.471518,0.394,0.347815,0.3047211,0.309
0.046,1.816344,1.699297,5.68,0.8464106,0.9978823,1.25,0.2849637,0.2636777,0.421,1.855864,2.043949,3.6,1.403625,1.044782,,0.7630138,0.7076352,0.622,0.6804135,0.5145624,0.688,2.165557,1.525674,1.27,0.7923985,1.322339,0.604,0.3726755,0.5001059,,0.2354693,0.3366314,0.531,0.5585059,0.3524483,0.278,1.040564,0.4677854,0.409,0.3494593,0.3058882,0.309
0.048,1.823452,1.619313,5.82,0.8706764,1.026632,1.14,0.2802875,0.2731416,0.458,1.735257,2.243198,3.76,1.444342,0.9883836,,0.7231535,0.7614654,0.661,0.7017952,0.5312608,0.708,2.222363,1.640472,1.34,0.7958235,1.326243,0.576,0.3845454,0.5111814,,0.2322737,0.3376972,0.492,0.5584303,0.3697972,0.27,1.05101,0.4610522,0.435,0.3521377,0.3081811,0.331
0.05,1.943537,1.681186,6.01,0.8521244,1.088588,1.2,0.2826267,0.2806235,0.467,1.741394,2.167071,3.62,1.483544,0.8670948,,0.7176097,0.6778186,0.705,0.722675,0.5373898,0.737,2.251051,1.725728,1.43,0.7932042,1.29195,0.612,0.4172042,0.508205,,0.2324603,0.3345377,0.432,0.5458165,0.3841026,0.269,1.066583,0.4589218,0.441,0.3554746,0.3076219,0.365
0.055,1.789543,1.764703,4.29,0.9021944,1.087299,1.06,0.3275139,0.2650785,0.458,1.369281,1.680307,2.76,1.280561,0.7116994,,0.7577854,0.7082239,0.737,0.7495776,0.5144727,0.751,2.359576,1.808203,1.51,0.8054494,1.267484,0.716,0.4453458,0.544745,,0.2314267,0.3473876,0.436,0.5270844,0.3991908,0.358,1.080075,0.4682104,0.457,0.3641874,0.3151796,0.388
0.06,1.865973,1.774249,3.8,0.9161605,1.102449,0.985,0.3041513,0.290272,0.549,1.798784,2.370571,3.77,1.098053,0.7860757,,0.8428612,0.72245,0.84,0.7780144,0.5009173,0.734,2.443737,1.940591,1.61,0.8879584,1.223427,0.571,0.4586483,0.5585809,,0.2398048,0.3418125,0.438,0.5177172,0.3891736,0.452,1.090147,0.479959,0.522,0.368916,0.3149469,0.573
0.065,2.205043,1.666366,3.59,0.8346633,1.102974,1.19,0.3468423,0.2771,0.628,2.40805,3.025264,4.54,1.101821,0.7265037,,0.8325996,0.8464559,0.845,0.7864507,0.5488615,0.706,2.57179,1.988618,1.71,0.913622,1.211452,0.73,0.5433695,0.5697993,,0.2463712,0.3377877,0.511,0.5375773,0.3756418,0.501,1.121075,0.5095104,0.467,0.3581446,0.3175779,0.764
0.067,2.427996,1.460807,4.06,0.8168601,1.135286,1.17,0.3500909,0.2827954,0.64,2.611867,3.116773,4.15,0.976697,0.6843662,,0.8596291,0.8946264,0.882,0.7851273,0.5669488,0.693,2.564193,2.036462,1.68,0.9244319,1.287055,0.83,0.5578741,0.5598133,,0.2491663,0.3356272,0.504,0.5278365,0.3843306,0.465,1.131686,0.5131913,0.455,0.3540463,0.3171298,0.821
0.07,2.735233,1.338688,4.61,0.7971048,1.239767,1.17,0.3758345,0.3083148,0.633,2.655257,2.913364,3.15,0.8830979,0.6670034,,0.9079525,0.9908593,1.04,0.7788432,0.5962856,0.69,2.496398,2.017644,1.65,0.9302541,1.362565,0.967,0.5626539,0.5685098,,0.2586684,0.3384817,0.539,0.5092912,0.4007577,0.384,1.137149,0.5224695,0.442,0.3524867,0.3242811,0.821
0.075,2.742661,1.363639,4.53,0.7629701,1.307312,1.03,0.3909211,0.3492763,0.792,2.627529,2.604066,3.2,0.7359854,0.5909836,,0.9700963,0.9445367,1.24,0.7902081,0.6368524,0.642,2.487857,1.987324,1.65,0.9731294,1.395394,1.07,0.6263828,0.5480237,,0.2604357,0.339908,0.498,0.5513601,0.405091,0.338,1.150268,0.516127,0.5,0.3552994,0.3276684,0.68
